"","Gene1","Gene2","Correlation"
"23456","GCA","GMPR",0.616937617836062
"23466","DDB2","GMPR",0.616937617836062
"23469","CDC16","GMPR",0.616937617836062
"23550","CST3","SEPT5",0.675145060614513
"23966","PLA2G12A","TMEM140",0.587814970214515
"23977","NT5C3A","TMEM140",0.625731526204217
"23998","C6orf25","TMEM140",0.698266824574079
"24017","NFE2","TMEM140",0.801948367762234
"24018","PACSIN2","TMEM140",0.555240565049203
"24020","RAB32","TMEM140",0.616834152243243
"24033","GTPBP2","TMEM140",0.778454972654996
"24035","CTTN","TMEM140",0.553306179640283
"24048","PRKCB","TMEM140",0.698352811401724
"24057","ATP6V1D","TMEM140",0.723795871445742
"24058","PLBD1","TMEM140",0.813598860562961
"24060","PCNP","TMEM140",0.670352043552645
"24061","HLA-DRB1","TMEM140",0.592467859455811
"24083","SMS","TMEM140",0.63628949495635
"24088","GUCY1B3","TMEM140",0.582405692111252
"24116","DUSP22","TMEM140",0.726741101956669
"24117","PSMB8","TMEM140",0.726741101956669
"24124","PPP2CA","TMEM140",0.715905366546108
"24126","HNRNPF","TMEM140",0.715905366546108
"24127","ORAI1","TMEM140",0.715905366546108
"24132","GZMB","TMEM140",0.683697840802024
"24144","PHACTR4","TMEM140",0.572337692763136
"24145","TCTA","TMEM140",0.572337692763136
"24146","KPNA1","TMEM140",0.572337692763136
"24147","TBCK","TMEM140",0.572337692763136
"24148","CCM2","TMEM140",0.572337692763136
"24149","ARAP1","TMEM140",0.572337692763136
"24150","CAND1","TMEM140",0.572337692763136
"24151","AHSA1","TMEM140",0.572337692763136
"24152","GGA3","TMEM140",0.572337692763136
"24153","MKKS","TMEM140",0.572337692763136
"24154","RPN2","TMEM140",0.572337692763136
"24155","PIGT","TMEM140",0.572337692763136
"24374","SCP2","USF2",0.772838334248654
"24385","CORO1B","USF2",0.67449811626597
"24681","CLDN5","ESAM",0.617202338500334
"24686","ARL6IP5","ESAM",0.71423018879847
"24733","CCNG1","ESAM",0.813568941314944
"24761","CD47","ESAM",0.606832020895543
"24780","AIF1","ESAM",0.548739534765955
"24793","BTK","ESAM",0.605125018391872
"24812","DAB2","ESAM",0.575408539977887
"24817","ARG2","ESAM",0.603590465883589
"24826","AC137932.6","ESAM",0.621101353043492
"25062","GSTO1","ICAM2",0.581248637133218
"25065","ACRBP","ICAM2",0.681269068971606
"25067","CLDN5","ICAM2",0.661765818626153
"25075","HIST1H2BJ","ICAM2",0.604200032335789
"25086","CCND3","ICAM2",0.567963079834078
"25102","AP3S1","ICAM2",0.556645867321205
"25108","ESAM","ICAM2",0.615101650377417
"25114","CCNG1","ICAM2",0.750038339983044
"25124","ADI1","ICAM2",0.574301307785415
"25129","ACP1","ICAM2",0.702809933363574
"25139","CD47","ICAM2",0.732866006698272
"25169","FAM212A","ICAM2",0.722885319346226
"25180","ABCC3","ICAM2",0.960832207111169
"25197","ARG2","ICAM2",0.732895632841093
"25222","CD37","ICAM2",0.629545544657632
"25224","FCGR2A","ICAM2",0.623436476395715
"25227","ARID5B","ICAM2",0.623436476395715
"25228","AKTIP","ICAM2",0.623436476395715
"25242","ERV3-1","ICAM2",0.636973341851407
"25243","FAM212B","ICAM2",0.581935616001868
"25249","C16orf13","ICAM2",0.585465432289375
"25272","ARHGDIA","ICAM2",0.636474323269506
"25304","CORO1C","ICAM2",0.624280651666251
"25305","EGLN3","ICAM2",0.624280651666251
"25307","GP6","ICAM2",0.624280651666251
"25313","CD55","ICAM2",0.629651755444887
"25314","ASAP2","ICAM2",0.629651755444887
"25315","FGFR1OP2","ICAM2",0.629651755444887
"25317","HDAC5","ICAM2",0.629651755444887
"25328","DCAF8","ICAM2",0.617874966970764
"25332","BTN3A2","ICAM2",0.617874966970764
"25334","FNTA","ICAM2",0.617874966970764
"25335","COMMD3","ICAM2",0.617874966970764
"25341","EIF1AY","ICAM2",0.617874966970764
"25537","FHL1","LY6G6F",0.812840213851753
"25566","GP1BA","LY6G6F",0.580924979469722
"25900","CLDN5","TMEM91",0.580060165009976
"25908","HIST1H2BJ","TMEM91",0.571142714574113
"25925","RASGRP2","TMEM91",0.557040828950717
"25975","REXO2","TMEM91",0.750215854009153
"25986","PCNP","TMEM91",0.549149040919879
"25990","SIAH2","TMEM91",0.555233097388007
"25991","RAB27B","TMEM91",0.555233097388007
"25995","PCP2","TMEM91",0.558807515117604
"26001","AC137932.6","TMEM91",0.560884135349341
"26002","HEXIM2","TMEM91",0.560884135349341
"26004","SMS","TMEM91",0.56733760783599
"26007","RWDD1","TMEM91",0.55164027421903
"26009","GUCY1B3","TMEM91",0.55801148949254
"26029","ARID4B","TMEM91",0.556386386332776
"26030","SNX17","TMEM91",0.556386386332776
"26031","SNHG8","TMEM91",0.556386386332776
"26032","CNPY3","TMEM91",0.556386386332776
"26356","AP2S1","TERF2IP",0.68866126869412
"26386","RHOC","TERF2IP",0.62858452156878
"26392","ACP1","TERF2IP",0.60102963780652
"26403","MRPL51","TERF2IP",0.616189918897825
"26405","JAK1","TERF2IP",0.800405990200544
"26426","GYG1","TERF2IP",0.617568955117927
"26471","DHRS7","TERF2IP",0.56688849499057
"26472","SDHB","TERF2IP",0.617568955117927
"26473","RIT1","TERF2IP",0.617568955117927
"26474","PSMC6","TERF2IP",0.617568955117927
"26476","PDK2","TERF2IP",0.617568955117927
"26477","PHF5A","TERF2IP",0.617568955117927
"26597","ARPC5","NGFRAP1",0.590753505616829
"26627","ARPC1B","NGFRAP1",0.647227011595471
"26754","FTH1","NGFRAP1",0.680207845288831
"26974","ATP9A","C19orf33",0.90241797252266
"26996","ATP5C1","C19orf33",0.720018130505836
"27015","ARF4","C19orf33",0.676819331722639
"27044","ACTN4","C19orf33",0.726106269346244
"27205","CD74","S100A6",0.599201407456184
"27235","PRUNE","S100A6",0.671895194305873
"27244","POLR2E","S100A6",0.729034008822813
"27266","AGPAT1","S100A6",0.562641014103527
"27271","GFI1B","S100A6",0.554086741246417
"27302","POLE4","S100A6",0.63981925159157
"27304","NDUFA11","S100A6",0.705738406378578
"27320","GUSB","S100A6",0.569044546042901
"27321","CTSZ","S100A6",0.569044546042901
"27322","PSMA7","S100A6",0.567537369395027
"27323","C19orf24","S100A6",0.567537369395027
"27324","ARF4","S100A6",0.583285630671229
"27336","KDELR2","S100A6",0.692792645357024
"27358","HN1","S100A6",0.659525649494961
"27374","MRPL20","S100A6",0.639929739496204
"27375","PRELID1","S100A6",0.639929739496204
"27376","HLA-DMA","S100A6",0.639929739496204
"27377","MRPL23","S100A6",0.639929739496204
"27380","NDNL2","S100A6",0.674133216220042
"27381","AATK","S100A6",0.674133216220042
"27384","S100A10","S100A6",0.593122505483465
"27386","COX5A","S100A6",0.593122505483465
"27388","MX1","S100A6",0.593122505483465
"27413","EIF3H","S100A6",0.674945201333791
"27414","BLOC1S1","S100A6",0.674945201333791
"27415","ERH","S100A6",0.674945201333791
"27424","CCDC109B","S100A6",0.665459969241935
"27425","PTGES3","S100A6",0.665459969241935
"27426","ATP5A1","S100A6",0.665459969241935
"27427","RALY","S100A6",0.665459969241935
"27428","DDT","S100A6",0.665459969241935
"27447","LAMTOR5","S100A6",0.626237222269487
"27449","DGUOK","S100A6",0.626237222269487
"27450","NIFK","S100A6",0.626237222269487
"27452","IMPDH2","S100A6",0.626237222269487
"27453","ISY1","S100A6",0.626237222269487
"27454","RPL22L1","S100A6",0.626237222269487
"27455","HLA-DQA1","S100A6",0.626237222269487
"27456","DNPH1","S100A6",0.626237222269487
"27457","MRPL14","S100A6",0.626237222269487
"27458","RAB2A","S100A6",0.626237222269487
"27459","MRPL43","S100A6",0.626237222269487
"27460","NDUFA9","S100A6",0.626237222269487
"27461","ASB8","S100A6",0.626237222269487
"27462","NDUFA12","S100A6",0.626237222269487
"27463","FAM173A","S100A6",0.626237222269487
"27464","NDUFB10","S100A6",0.626237222269487
"27465","NKG7","S100A6",0.626237222269487
"27610","ACRBP","CCNG1",0.629961461574985
"27675","ACP1","CCNG1",0.595142263840746
"27715","BTK","CCNG1",0.661943288641453
"27722","ABCC3","CCNG1",0.704977204590538
"27736","ARG2","CCNG1",0.655869030713833
"27744","AC137932.6","CCNG1",0.644333970016391
"27762","ARID5B","CCNG1",0.640454079421701
"27763","AKTIP","CCNG1",0.640454079421701
"28005","C19orf33","ITGB3",0.69251841393741
"28012","CAPZA2","ITGB3",0.551898032026765
"28048","ATP9A","ITGB3",0.582348311734805
"28272","CORO1B","LEPROT",0.569739490116332
"28321","ACTB","LEPROT",0.555287848148963
"28418","DMTN","TGFB1",0.582102475508046
"28430","LYZ","TGFB1",0.610013185263997
"28864","CMTM5","GP1BA",0.680684860105584
"28876","CLEC1B","GP1BA",0.841370364409878
"28925","ARHGAP6","GP1BA",0.549779029723746
"29297","ASAH1","HIST1H2AC",0.639773443823167
"29338","ARPC5","HIST1H2AC",0.560599868222344
"29385","GNG11","HIST1H2AC",0.666698896654106
"29468","FTH1","HIST1H2AC",0.771215216909701
"29743","ATP6V1D","C6orf25",0.609851677048392
"30315","MMD","UBAC2",0.634840397172836
"30318","MAP3K7CL","UBAC2",0.700311076852746
"30339","STX11","UBAC2",0.714773364944693
"30354","C19orf33","UBAC2",0.634983143035241
"30367","ADI1","UBAC2",0.61989464174772
"30372","SPOCD1","UBAC2",0.551491486694384
"30378","POLR2E","UBAC2",0.558065940266764
"30391","RNF213","UBAC2",0.610153917867932
"30399","HMGB2","UBAC2",0.577914288703895
"30405","ATP9A","UBAC2",0.580607087724705
"30409","LINC01003","UBAC2",0.554439559271171
"30799","ARG2","CAPZA2",0.560482043877808
"31489","F13A1","RUFY1",0.672835638703855
"31511","ASAH1","RUFY1",0.793618933374501
"31988","C17orf59","SCGB1C1",0.61436197981129
"31997","GYG1","SCGB1C1",0.583441701418526
"31998","NDUFA2","SCGB1C1",0.573712236216263
"32001","PNRC1","SCGB1C1",0.569170969226568
"32008","ADH5","SCGB1C1",0.604617351469537
"32009","PSMC4","SCGB1C1",0.588022015238253
"32024","DHRS7","SCGB1C1",0.561033768257539
"32028","RIT1","SCGB1C1",0.583441701418526
"32029","PSMC6","SCGB1C1",0.583441701418526
"32031","PDK2","SCGB1C1",0.583441701418526
"32032","PHF5A","SCGB1C1",0.583441701418526
"32291","ACADVL","NENF",0.568182658519221
"32748","LGALS1","PSAP",0.646675751677012
"32749","FAM110A","PSAP",0.65662165343298
"32755","IFITM2","PSAP",0.555302494127698
"32773","AIF1","PSAP",0.628184363486475
"32788","GSTP1","PSAP",0.629276800555241
"32797","DAB2","PSAP",0.654539498695684
"32798","MPC2","PSAP",0.55383691429848
"32815","hsa-mir-1199","PSAP",0.634673541573915
"32823","LTB","PSAP",0.619810908289033
"32824","CARHSP1","PSAP",0.587496773891431
"32830","ARF4","PSAP",0.590619887047128
"32831","ATP1A1","PSAP",0.594226709949554
"32833","C14orf166","PSAP",0.594226709949554
"32858","BET1","PSAP",0.553882500489872
"32859","OAS1","PSAP",0.553882500489872
"33207","ABCC3","ADI1",0.622343643108025
"33499","POLR2E","PRUNE",0.633974876836001
"33508","CFD","PRUNE",0.77221252377665
"33516","LCN2","PRUNE",0.64167137307961
"33522","ENKUR","PRUNE",0.750247108150771
"33531","GFI1B","PRUNE",0.867283281189284
"33554","N4BP2L1","PRUNE",0.768639278119885
"33572","LST1","PRUNE",0.77221252377665
"33590","FCGR3A","PRUNE",0.77221252377665
"33592","GUSB","PRUNE",0.764217725520565
"33593","CTSZ","PRUNE",0.764217725520565
"33600","DOCK10","PRUNE",0.568803306014527
"33604","MAPK14","PRUNE",0.77221252377665
"33608","FAM212B","PRUNE",0.593269032838829
"33616","FTL","PRUNE",0.575568869426672
"33630","CEBPB","PRUNE",0.77221252377665
"33652","BBC3","PRUNE",0.77221252377665
"33673","HLA-DPA1","PRUNE",0.77221252377665
"33674","CTSC","PRUNE",0.77221252377665
"33683","FCGRT","PRUNE",0.77221252377665
"33684","GNAZ","PRUNE",0.77221252377665
"33696","EIF5","PRUNE",0.77221252377665
"33733","FGR","PRUNE",0.77221252377665
"33735","CHIC2","PRUNE",0.77221252377665
"33738","FGL2","PRUNE",0.77221252377665
"33740","FRMD3","PRUNE",0.77221252377665
"33741","ADA","PRUNE",0.77221252377665
"33742","POU2F2","PRUNE",0.77221252377665
"33743","ATP6V0B","PRUNE",0.77221252377665
"33744","CYTIP","PRUNE",0.77221252377665
"33745","HLA-DRB5","PRUNE",0.77221252377665
"33747","HBP1","PRUNE",0.77221252377665
"33748","ITM2A","PRUNE",0.77221252377665
"33750","KLF6","PRUNE",0.77221252377665
"33751","KIF5B","PRUNE",0.77221252377665
"33752","AFAP1L2","PRUNE",0.77221252377665
"33754","MS4A7","PRUNE",0.77221252377665
"33755","DNAJC15","PRUNE",0.77221252377665
"33757","CD79B","PRUNE",0.77221252377665
"33760","EFHD2","PRUNE",0.77221252377665
"33762","CKS1B","PRUNE",0.77221252377665
"33765","EIF4E2","PRUNE",0.77221252377665
"33766","KLHL6","PRUNE",0.77221252377665
"33767","PARL","PRUNE",0.77221252377665
"33768","NAAA","PRUNE",0.77221252377665
"33769","ANXA5","PRUNE",0.77221252377665
"33770","H2AFY","PRUNE",0.77221252377665
"33771","ABRACL","PRUNE",0.77221252377665
"33773","GNB2","PRUNE",0.77221252377665
"33774","GIMAP7","PRUNE",0.77221252377665
"33775","MID1IP1","PRUNE",0.77221252377665
"33776","CFP","PRUNE",0.77221252377665
"33778","NONO","PRUNE",0.77221252377665
"33779","LYPLA1","PRUNE",0.77221252377665
"33780","NDUFB6","PRUNE",0.77221252377665
"33781","DNAJA1","PRUNE",0.77221252377665
"33782","PPP6C","PRUNE",0.77221252377665
"33785","FCN1","PRUNE",0.77221252377665
"33786","GDI2","PRUNE",0.77221252377665
"33787","PRPF18","PRUNE",0.77221252377665
"33788","IFITM3","PRUNE",0.77221252377665
"33791","FKBP2","PRUNE",0.77221252377665
"33792","PICALM","PRUNE",0.77221252377665
"33796","KCTD10","PRUNE",0.77221252377665
"33797","HCAR3","PRUNE",0.77221252377665
"33798","EPSTI1","PRUNE",0.77221252377665
"33799","GMPR2","PRUNE",0.77221252377665
"33800","CGRRF1","PRUNE",0.77221252377665
"33802","EMC7","PRUNE",0.77221252377665
"33803","MRPL28","PRUNE",0.77221252377665
"33807","DNAJC7","PRUNE",0.77221252377665
"33808","ABI3","PRUNE",0.77221252377665
"33809","ERGIC3","PRUNE",0.77221252377665
"33810","MAFB","PRUNE",0.77221252377665
"33812","C5AR1","PRUNE",0.77221252377665
"33813","LILRB2","PRUNE",0.77221252377665
"33816","ATXN10","PRUNE",0.77221252377665
"33820","CLU","GP9",0.704410562592064
"33822","CA2","GP9",0.567080580483284
"33874","AP001189.4","GP9",0.597938837327527
"33998","B2M","GP9",0.718070889612317
"34074","ACRBP","RHOC",0.579705286881728
"34103","NT5C3A","RHOC",0.566212337091003
"34110","FCER1G","RHOC",0.609639586746954
"34135","ACP1","RHOC",0.835684754063841
"34144","CD47","RHOC",0.766523767372343
"34153","JAK1","RHOC",0.901635072440968
"34167","LINC01003","RHOC",0.554611608599992
"34168","FAM212A","RHOC",0.781805201978427
"34171","NEXN","RHOC",0.655299661913926
"34185","NFKBIA","RHOC",0.600114854304442
"34188","ARG2","RHOC",0.763130474151134
"34191","PNRC1","RHOC",0.556413251507073
"34193","C1orf198","RHOC",0.731695964546945
"34207","FCGR2A","RHOC",0.561889904756179
"34210","ARID5B","RHOC",0.561889904756179
"34211","AKTIP","RHOC",0.561889904756179
"34213","PLAGL2","RHOC",0.561889904756179
"34214","IL17RA","RHOC",0.561889904756179
"34223","DHRS7","RHOC",0.646987198015467
"34549","PHACTR4","POLR2G",0.595333513144266
"34551","KPNA1","POLR2G",0.595333513144266
"34553","CCM2","POLR2G",0.595333513144266
"34554","ARAP1","POLR2G",0.595333513144266
"34555","CAND1","POLR2G",0.595333513144266
"34556","AHSA1","POLR2G",0.595333513144266
"34557","GGA3","POLR2G",0.595333513144266
"34558","MKKS","POLR2G",0.595333513144266
"34560","PIGT","POLR2G",0.595333513144266
"34571","CLDN5","FYB",0.611644615864947
"34578","CMTM5","FYB",0.64091247094301
"34589","AP2S1","FYB",0.548121694678211
"34611","ESAM","FYB",0.674286467837436
"34615","C19orf33","FYB",0.750636044005834
"34617","CCNG1","FYB",0.814305044903699
"34644","CD47","FYB",0.585630347071863
"34665","ATP9A","FYB",0.731630843226353
"34672","FAM212A","FYB",0.574686596174892
"34693","ARG2","FYB",0.586049193430028
"34700","AC137932.6","FYB",0.573847028810373
"34928","CLU","SAT1",0.658600175084445
"34932","CA2","SAT1",0.593239814230654
"34958","CD9","SAT1",0.6481511351726
"34967","GRAP2","SAT1",0.610861423641631
"34984","HIST1H2AC","SAT1",0.763545645052345
"34990","GP9","SAT1",0.562159693638283
"35022","ARPC5","SAT1",0.764096866617595
"35056","GNG11","SAT1",0.718625872279663
"35075","ACTB","SAT1",0.590117435188248
"35120","B2M","SAT1",0.723681042951019
"35128","FTH1","SAT1",0.899973429541928
"35152","CCL5","SAT1",0.651762876119407
"35166","OAZ1","SAT1",0.840895976461935
"35594","GSTO1","SPOCD1",0.586686640084155
"35597","ACRBP","SPOCD1",0.649764652056156
"35599","CLDN5","SPOCD1",0.590463698087083
"35607","HIST1H2BJ","SPOCD1",0.645166170609504
"35609","MAP3K7CL","SPOCD1",0.692975105433912
"35613","SLC40A1","SPOCD1",0.619939945645234
"35629","NT5C3A","SPOCD1",0.587518614037431
"35640","ESAM","SPOCD1",0.693637248390094
"35641","ICAM2","SPOCD1",0.934344780808379
"35644","C19orf33","SPOCD1",0.563564231361701
"35645","CCNG1","SPOCD1",0.816110668169527
"35646","ITGB3","SPOCD1",0.566211002142028
"35650","CAPZA2","SPOCD1",0.601065764963942
"35656","RHOC","SPOCD1",0.619868610245981
"35657","FYB","SPOCD1",0.635124444115768
"35659","ACP1","SPOCD1",0.767192226073687
"35663","NDFIP1","SPOCD1",0.615006061080786
"35669","CD47","SPOCD1",0.859175290076216
"35681","SDHA","SPOCD1",0.730347427069309
"35684","HMGB2","SPOCD1",0.631611882650843
"35688","RBCK1","SPOCD1",0.798824835005241
"35690","ATP9A","SPOCD1",0.612229241009437
"35695","LINC01003","SPOCD1",0.992127095119953
"35696","FAM212A","SPOCD1",0.842347828356852
"35703","NEXN","SPOCD1",0.996538068728734
"35707","ABCC3","SPOCD1",0.877735859485059
"35714","RILPL2","SPOCD1",0.857525307004226
"35718","NFKBIA","SPOCD1",0.720875887548095
"35721","ARG2","SPOCD1",0.859892549199987
"35724","PPP1R14A","SPOCD1",0.883236333306012
"35749","FCGR2A","SPOCD1",0.748859999387416
"35752","ARID5B","SPOCD1",0.748859999387416
"35753","AKTIP","SPOCD1",0.748859999387416
"35755","PLAGL2","SPOCD1",0.748859999387416
"35756","IL17RA","SPOCD1",0.748859999387416
"35757","SAMSN1","SPOCD1",0.748859999387416
"35786","MYLK","SPOCD1",0.558147164910612
"35812","RGS18","SPOCD1",0.617668396830511
"35815","CORO1C","SPOCD1",0.565638504268049
"35816","EGLN3","SPOCD1",0.565638504268049
"35817","PPM1N","SPOCD1",0.565638504268049
"35818","GP6","SPOCD1",0.565638504268049
"35824","CD55","SPOCD1",0.561500494529072
"35825","ASAP2","SPOCD1",0.561500494529072
"35826","FGFR1OP2","SPOCD1",0.561500494529072
"35827","MAP2K3","SPOCD1",0.561500494529072
"35828","HDAC5","SPOCD1",0.561500494529072
"36088","ABCC3","ACP1",0.64206216562536
"36323","COTL1","SCP2",0.584563951496225
"36328","C9orf16","SCP2",0.562054541453211
"36355","LEPROT","SCP2",0.582526272624657
"36376","CORO1B","SCP2",0.781099732869906
"36393","MFF","SCP2",0.589842562301134
"36402","GRN","SCP2",0.596356411125302
"36403","GUCY1B3","SCP2",0.555911955777698
"36405","PSMA1","SCP2",0.590165076443414
"36407","ARRDC3","SCP2",0.548726269890549
"36409","FN3KRP","SCP2",0.548726269890549
"36419","ARID4B","SCP2",0.551461536881128
"36422","CNPY3","SCP2",0.551461536881128
"36461","NRGN","SCP2",0.685552375053461
"36585","SEPT5","TWF2",0.565189292855834
"36589","TERF2IP","TWF2",0.629930136092703
"36599","RHOC","TWF2",0.7205443324096
"36605","ACP1","TWF2",0.647620619575347
"36621","JAK1","TWF2",0.81954004964891
"36634","TAL1","TWF2",0.570509378022119
"36664","FCGR2A","TWF2",0.57050937802212
"36665","TCP1","TWF2",0.57050937802212
"36667","ARID5B","TWF2",0.57050937802212
"36668","AKTIP","TWF2",0.57050937802212
"36670","PLAGL2","TWF2",0.57050937802212
"36671","IL17RA","TWF2",0.57050937802212
"36672","SAMSN1","TWF2",0.57050937802212
"36837","IFITM2","LGALS1",0.915202945536289
"36840","CFD","LGALS1",0.608895541477527
"36857","AIF1","LGALS1",0.801240059385728
"36872","GSTP1","LGALS1",0.98372530045054
"36912","CD37","LGALS1",0.650854789537433
"36916","CARHSP1","LGALS1",0.911759263521666
"36919","FCGR3A","LGALS1",0.608895541477527
"36924","C19orf24","LGALS1",0.649643562009699
"36931","ERV3-1","LGALS1",0.634473754737084
"36942","C16orf13","LGALS1",0.563621060323457
"36949","BET1","LGALS1",0.709463321577872
"36954","CEBPB","LGALS1",0.608895541477527
"36962","HN1","LGALS1",0.782217421318235
"36985","BBC3","LGALS1",0.608895541477527
"36988","HLA-DMA","LGALS1",0.751738141871073
"36993","AATK","LGALS1",0.819478709233869
"36999","COX5A","LGALS1",0.684761368231079
"37020","HLA-DPA1","LGALS1",0.608895541477527
"37021","CTSC","LGALS1",0.608895541477527
"37026","EIF3H","LGALS1",0.811577758953421
"37027","BLOC1S1","LGALS1",0.811577758953421
"37028","ERH","LGALS1",0.811577758953421
"37029","FCGRT","LGALS1",0.608895541477527
"37030","GNAZ","LGALS1",0.608895541477527
"37037","CCDC109B","LGALS1",0.792261894336509
"37039","ATP5A1","LGALS1",0.792261894336509
"37041","DDT","LGALS1",0.792261894336509
"37042","EIF5","LGALS1",0.608895541477527
"37060","LAMTOR5","LGALS1",0.731601859674565
"37062","DGUOK","LGALS1",0.731601859674565
"37065","IMPDH2","LGALS1",0.731601859674565
"37066","ISY1","LGALS1",0.731601859674565
"37068","HLA-DQA1","LGALS1",0.731601859674565
"37069","DNPH1","LGALS1",0.731601859674565
"37074","ASB8","LGALS1",0.731601859674565
"37076","FAM173A","LGALS1",0.731601859674565
