"","Gene1","Gene2","Correlation"
"45688","CPSF3L","ISG15",0.772854141481695
"45691","C1orf50","ISG15",0.772854141481695
"45693","BOLA3","ISG15",0.772854141481695
"45694","EIF5B","ISG15",0.772854141481695
"45697","GZMK","ISG15",0.772854141481695
"45699","HLA-DQB1","ISG15",0.772854141481695
"45700","FKBP5","ISG15",0.772854141481695
"45702","GPKOW","ISG15",0.772854141481695
"45705","DERL1","ISG15",0.772854141481695
"45707","CDKN2A","ISG15",0.772854141481695
"45708","AQP3","ISG15",0.772854141481695
"45715","EIF2B1","ISG15",0.772854141481695
"45717","DHRS4","ISG15",0.772854141481695
"45718","CHMP4A","ISG15",0.772854141481695
"45719","DDX24","ISG15",0.772854141481695
"45721","DUT","ISG15",0.772854141481695
"45722","COMMD4","ISG15",0.772854141481695
"45723","HDDC3","ISG15",0.772854141481695
"45724","CHD2","ISG15",0.772854141481695
"45726","ACD","ISG15",0.772854141481695
"45729","AC113189.5","ISG15",0.772854141481695
"45735","CCDC94","ISG15",0.772854141481695
"45736","ILF3-AS1","ISG15",0.772854141481695
"45739","GSK3A","ISG15",0.772854141481695
"45741","IGLL5","ISG15",0.772854141481695
"45743","CTA-29F11.1","ISG15",0.772854141481695
"45794","CAPZA2","NPC2",0.668173535491387
"45803","NDFIP1","NPC2",0.589291757358006
"45808","NFE2","NPC2",0.683807981112365
"45815","HSP90AA1","NPC2",0.577422987316962
"45828","GTPBP2","NPC2",0.643465351300525
"45846","CTSS","NPC2",0.632063895704586
"45858","HLA-DRB1","NPC2",0.69247414756625
"45862","HLA-DPB1","NPC2",0.685553949432548
"45893","CD37","NPC2",0.55525637175729
"45903","ERV3-1","NPC2",0.552966949332825
"45906","MOB2","NPC2",0.629534103959476
"45910","DUSP22","NPC2",0.611584655178387
"45918","HNRNPF","NPC2",0.596654049715922
"45925","CORO7","NPC2",0.579631142278651
"45926","FAM32A","NPC2",0.579631142278651
"45934","GZMB","NPC2",0.56049595200454
"46229","AP2S1","JAK1",0.597004556179863
"46271","ACP1","JAK1",0.83934991045078
"46274","CD47","JAK1",0.649562548758635
"46292","FAM212A","JAK1",0.602353735253309
"46296","GYG1","JAK1",0.640458918164815
"46303","ARG2","JAK1",0.654696186189193
"46307","C1orf198","JAK1",0.606424815465645
"46315","FCGR2A","JAK1",0.687074833161088
"46318","ARID5B","JAK1",0.687074833161088
"46319","AKTIP","JAK1",0.687074833161088
"46322","IL17RA","JAK1",0.687074833161088
"46327","DHRS7","JAK1",0.650815444064794
"46454","GMPR","TMEM9B",0.673971152453144
"46466","LGALS1","TMEM9B",0.68303135331138
"46471","IFITM2","TMEM9B",0.80366991569224
"46483","CTTN","TMEM9B",0.62828410740265
"46486","AIF1","TMEM9B",0.581337830045816
"46492","SEPW1","TMEM9B",0.559195064970029
"46494","RTN4","TMEM9B",0.793123473244156
"46497","SPNS1","TMEM9B",0.608337659293521
"46498","GSTP1","TMEM9B",0.775640764902888
"46539","CARHSP1","TMEM9B",0.867349642070873
"46553","BET1","TMEM9B",0.786215631963571
"46554","OAS1","TMEM9B",0.786215631963571
"46563","HAVCR2","TMEM9B",0.819473983787284
"46564","SRSF3","TMEM9B",0.819473983787284
"46565","FBXW5","TMEM9B",0.819473983787284
"46566","PRF1","TMEM9B",0.819473983787284
"46567","AHNAK","TMEM9B",0.819473983787284
"46568","MEG3","TMEM9B",0.819473983787284
"46569","SNX20","TMEM9B",0.819473983787284
"46570","ATP5H","TMEM9B",0.819473983787284
"46571","APMAP","TMEM9B",0.819473983787284
"46861","CLEC1B","LDLRAP1",0.59312911996217
"46919","LCN2","LDLRAP1",0.682949386039694
"46921","GTPBP2","LDLRAP1",0.570655603962582
"46924","ENKUR","LDLRAP1",0.692279002929092
"46925","AGPAT1","LDLRAP1",0.906206155478308
"46929","GFI1B","LDLRAP1",0.685312569960509
"46947","HLA-DRB1","LDLRAP1",0.570696841073463
"46976","GUSB","LDLRAP1",0.62894033201007
"46977","CTSZ","LDLRAP1",0.62894033201007
"46980","DOCK10","LDLRAP1",0.583844618486388
"47294","C9orf16","CORO1B",0.548888599133347
"47350","ARRDC3","CORO1B",0.699359520159115
"47354","ARID4B","CORO1B",0.611304332274041
"47357","CNPY3","CORO1B",0.611304332274041
"47361","C3orf38","CORO1B",0.654003951680325
"47364","CCPG1","CORO1B",0.654003951680325
"47406","CLEC1B","LCN2",0.550359402491247
"47417","AP3S1","LCN2",0.63191887041395
"47439","ADI1","LCN2",0.623795693673944
"47473","ENKUR","LCN2",0.988364758376539
"47480","GFI1B","LCN2",0.938319767490373
"47534","GUSB","LCN2",0.719645215404391
"47535","CTSZ","LCN2",0.719645215404391
"47537","DOCK10","LCN2",0.657356159604371
"47544","FAM212B","LCN2",0.577822168824146
"47575","GMPPA","LCN2",0.5901857204862
"47582","CORO1C","LCN2",0.646391051358001
"47583","EGLN3","LCN2",0.646391051358001
"47585","GP6","LCN2",0.646391051358001
"47592","CD55","LCN2",0.663326828328565
"47593","ASAP2","LCN2",0.663326828328565
"47594","FGFR1OP2","LCN2",0.663326828328565
"47596","HDAC5","LCN2",0.663326828328565
"47607","DCAF8","LCN2",0.670422620464482
"47610","IL7R","LCN2",0.670422620464482
"47611","BTN3A2","LCN2",0.670422620464482
"47613","FNTA","LCN2",0.670422620464482
"47614","COMMD3","LCN2",0.670422620464482
"47620","EIF1AY","LCN2",0.670422620464482
"47634","DUSP23","LCN2",0.5901857204862
"47635","GCA","LCN2",0.5901857204862
"47641","IDH3G","LCN2",0.5901857204862
"47643","IFIT1","LCN2",0.5901857204862
"47645","DDB2","LCN2",0.5901857204862
"47648","CDC16","LCN2",0.5901857204862
"47651","LAMP5","LCN2",0.5901857204862
"47735","MAX","SDHA",0.572661583891324
"47736","ARL6IP5","SDHA",0.65948853738142
"47773","ESAM","SDHA",0.741813624638055
"47774","ICAM2","SDHA",0.651156354776025
"47778","CCNG1","SDHA",0.588217454878688
"47803","CD47","SDHA",0.619330766993609
"47820","RBCK1","SDHA",0.576357111046105
"47826","LINC01003","SDHA",0.736299419521562
"47828","FAM212A","SDHA",0.570119955273046
"47830","RTN4","SDHA",0.595140432337016
"47832","NEXN","SDHA",0.714171921866703
"47836","ABCC3","SDHA",0.643775098939443
"47842","RILPL2","SDHA",0.611062141703079
"47848","ARG2","SDHA",0.62478453065411
"47849","PPP1R14A","SDHA",0.757243035360032
"47868","FCGR2A","SDHA",0.669819908532272
"47871","ARID5B","SDHA",0.669819908532272
"47872","AKTIP","SDHA",0.669819908532272
"47874","PLAGL2","SDHA",0.669819908532272
"47875","IL17RA","SDHA",0.669819908532272
"47876","SAMSN1","SDHA",0.669819908532272
"47919","RGS18","SDHA",0.638533977446397
"48366","AP3S1","GTPBP2",0.721344405340709
"48369","GMPR","GTPBP2",0.773080555276825
"48384","CAPZA2","GTPBP2",0.559581669290559
"48409","ARHGAP6","GTPBP2",0.715194028908909
"48423","CTTN","GTPBP2",0.74778984970907
"48494","FAM212B","GTPBP2",0.681019026976843
"48500","DUSP22","GTPBP2",0.655840669338117
"48549","GMPPA","GTPBP2",0.669479372630903
"48556","CORO1C","GTPBP2",0.753987444063578
"48557","EGLN3","GTPBP2",0.753987444063578
"48559","GP6","GTPBP2",0.753987444063578
"48566","CD55","GTPBP2",0.77051536393727
"48567","ASAP2","GTPBP2",0.77051536393727
"48568","FGFR1OP2","GTPBP2",0.77051536393727
"48581","DCAF8","GTPBP2",0.773319803673969
"48585","BTN3A2","GTPBP2",0.773319803673969
"48587","FNTA","GTPBP2",0.773319803673969
"48588","COMMD3","GTPBP2",0.773319803673969
"48594","EIF1AY","GTPBP2",0.773319803673969
"48627","DUSP23","GTPBP2",0.669479372630903
"48628","GCA","GTPBP2",0.669479372630903
"48638","DDB2","GTPBP2",0.669479372630903
"48641","CDC16","GTPBP2",0.669479372630903
"48733","GABARAPL2","HMGB2",0.560363414768485
"48745","HGD","HMGB2",0.609989170005115
"48769","CAPZA2","HMGB2",0.789843958473033
"48791","CD47","HMGB2",0.768029130450875
"48815","FAM212A","HMGB2",0.744922444788265
"48834","ARG2","HMGB2",0.769743943606326
"48845","FCGR2A","HMGB2",0.697691220637563
"48848","ARID5B","HMGB2",0.697691220637563
"48849","AKTIP","HMGB2",0.697691220637563
"48863","DUSP22","HMGB2",0.628146699335117
"48874","GZMB","HMGB2",0.612867119263183
"49023","SLC40A1","UBE2F",0.581437597014782
"49034","RASGRP2","UBE2F",0.593739133965859
"49060","FAM110A","UBE2F",0.860939801617094
"49062","ARHGAP6","UBE2F",0.553410656963789
"49064","NDUFA5","UBE2F",0.796962161722617
"49065","UBE2B","UBE2F",0.583319430260171
"49066","MRPL51","UBE2F",0.549676872482234
"49071","GATA2","UBE2F",0.698120222902587
"49073","REXO2","UBE2F",0.639274534154239
"49074","SEPW1","UBE2F",0.608744238128074
"49075","IDH2","UBE2F",0.64917268808154
"49076","BTK","UBE2F",0.691265746024491
"49078","BNIP2","UBE2F",0.709508868447493
"49080","SIAH2","UBE2F",0.796913119458169
"49081","RAB27B","UBE2F",0.796913119458169
"49082","EGFL7","UBE2F",0.71903001753135
"49083","DAB2","UBE2F",0.870448427185517
"49084","MPC2","UBE2F",0.75369044562363
"49085","PCP2","UBE2F",0.809696397878806
"49087","LRRFIP1","UBE2F",0.708160045010426
"49089","AC137932.6","UBE2F",0.835989406388264
"49090","HEXIM2","UBE2F",0.835989406388264
"49093","hsa-mir-1199","UBE2F",0.925643170690972
"49094","RWDD1","UBE2F",0.842573055225294
"49095","DNAJC8","UBE2F",0.81421130727687
"49096","STRA13","UBE2F",0.819812846583456
"49097","LTB","UBE2F",0.94917946219028
"49101","ATP1A1","UBE2F",0.974761664226948
"49102","SERPINE1","UBE2F",0.974761664226948
"49103","C14orf166","UBE2F",0.974761664226948
"49106","MNDA","UBE2F",0.996988348681412
"49107","MADD","UBE2F",0.996988348681412
"49108","CHTF8","UBE2F",0.996988348681412
"49109","IL1B","UBE2F",0.979637153765718
"49110","LYAR","UBE2F",0.979637153765718
"49111","NSA2","UBE2F",0.979637153765718
"49112","ACOT13","UBE2F",0.979637153765718
"49113","GIMAP4","UBE2F",0.979637153765718
"49114","ATP6AP1","UBE2F",0.979637153765718
"49115","SHARPIN","UBE2F",0.979637153765718
"49117","ARPP19","UBE2F",0.979637153765718
"49118","TMEM199","UBE2F",0.979637153765718
"49389","BET1","CTTN",0.561622438800002
"49623","AP3S1","ENKUR",0.552485800463986
"49645","ADI1","ENKUR",0.612811448751302
"49749","CTSZ","ENKUR",0.761999718241823
"49754","DOCK10","ENKUR",0.667313069541203
"49811","CORO1C","ENKUR",0.656731955249962
"49812","EGLN3","ENKUR",0.656731955249962
"49821","CD55","ENKUR",0.655606574771338
"49822","ASAP2","ENKUR",0.655606574771338
"49836","DCAF8","ENKUR",0.631726861947427
"49840","BTN3A2","ENKUR",0.631726861947427
"49843","COMMD3","ENKUR",0.631726861947427
"49849","EIF1AY","ENKUR",0.631726861947427
"50007","PSAP","VIM",0.715461001914964
"50013","LGALS1","VIM",0.69031215494859
"50019","IFITM2","VIM",0.599006055029174
"50027","TMEM9B","VIM",0.619939741395364
"50040","GSTP1","VIM",0.73814594538249
"50055","NDUFA11","VIM",0.757190323125327
"50061","CARHSP1","VIM",0.75668344406632
"50062","SF3B5","VIM",0.748698099826145
"50072","KDELR2","VIM",0.749858118056021
"50075","BET1","VIM",0.563532653676327
"50076","OAS1","VIM",0.563532653676327
"50079","RP11-349A22.5","VIM",0.553699046414046
"50084","PPT1","VIM",0.555183631277872
"50085","TMEM14C","VIM",0.555183631277872
"50087","FOPNL","VIM",0.555183631277872
"50088","CRLS1","VIM",0.555183631277872
"50882","AHNAK","AIF1",0.592623510595209
"50980","ADA","AIF1",0.753292623781461
"50991","AFAP1L2","AIF1",0.753292623781461
"51010","ABRACL","AIF1",0.753292623781461
"51047","ABI3","AIF1",0.753292623781461
"51060","ACRBP","RBCK1",0.5929955161108
"51062","CLDN5","RBCK1",0.670925701848223
"51099","ICAM2","RBCK1",0.928614671540583
"51103","CCNG1","RBCK1",0.632085457681576
"51111","ADI1","RBCK1",0.614256225471599
"51116","ACP1","RBCK1",0.57224724235841
"51125","CD47","RBCK1",0.694965789489168
"51130","MRPL51","RBCK1",0.574067406469628
"51152","LINC01003","RBCK1",0.796349833267244
"51154","FAM212A","RBCK1",0.659785162187592
"51160","NEXN","RBCK1",0.789677482815879
"51163","ABCC3","RBCK1",0.988701565355456
"51178","NFKBIA","RBCK1",0.889249658571384
"51181","ARG2","RBCK1",0.698417577006508
"51183","PPP1R14A","RBCK1",0.769244026222759
"51203","FCGR2A","RBCK1",0.681358618204185
"51206","ARID5B","RBCK1",0.681358618204185
"51207","AKTIP","RBCK1",0.681358618204185
"51209","PLAGL2","RBCK1",0.681358618204185
"51210","IL17RA","RBCK1",0.681358618204185
"51220","ERV3-1","RBCK1",0.559470527511764
"51225","C16orf13","RBCK1",0.61975335196783
"51246","ARHGDIA","RBCK1",0.605303050126852
"51255","LGALS3","RBCK1",0.608649291088047
"51256","PDIA3","RBCK1",0.608649291088047
"51261","CCT7","RBCK1",0.561760478274236
"51890","CD82","GATA2",0.620658604454065
"51936","FAM110A","GATA2",0.735573978214019
"51966","CTSS","GATA2",0.664713076383914
"51968","BNIP2","GATA2",0.990267232302591
"51979","DAB2","GATA2",0.737862447721266
"51991","AC137932.6","GATA2",0.592594150418513
"52008","ATP1A1","GATA2",0.739541837746197
"52010","C14orf166","GATA2",0.739541837746197
"52019","CHTF8","GATA2",0.716527279956127
"52025","ACOT13","GATA2",0.630806516180679
"52027","ATP6AP1","GATA2",0.630806516180679
"52030","ARPP19","GATA2",0.630806516180679
"52046","CORO7","GATA2",0.662928151911869
"52047","FAM32A","GATA2",0.662928151911869
"52051","FAM120A","GATA2",0.57155170620275
"52052","ANKRD49","GATA2",0.57155170620275
"52054","CTNNBL1","GATA2",0.57155170620275
"52317","ARG2","ATP9A",0.745847313952573
"52328","ARID5B","ATP9A",0.715362907367399
"52329","AKTIP","ATP9A",0.715362907367399
"52337","ARF4","ATP9A",0.596640083660501
"52359","ACTN4","ATP9A",0.561045811909371
"52513","ACP1","C17orf59",0.644889012631106
"52560","ADH5","C17orf59",0.995525846017856
"52658","ACRBP","MALAT1",0.578040808692068
"53223","ADI1","GFI1B",0.587862399953849
"53258","ENKUR","GFI1B",0.979754488648085
"53326","CTSZ","GFI1B",0.810139333389511
"53331","DOCK10","GFI1B",0.681214501462867
"53338","FAM212B","GFI1B",0.644434932723836
"53402","CORO1C","GFI1B",0.622069815865855
"53403","EGLN3","GFI1B",0.622069815865855
"53412","CD55","GFI1B",0.597720662656193
"53413","ASAP2","GFI1B",0.597720662656193
"53414","FGFR1OP2","GFI1B",0.597720662656193
"53582","DMTN","SERPINE2",0.724179222548889
"53586","CD82","SERPINE2",0.610783843456955
"53594","RBBP6","SERPINE2",0.648507977156402
"53611","AP3S1","SERPINE2",0.72846090061738
"53622","ITGB3","SERPINE2",0.629695197670807
"53647","RAB32","SERPINE2",0.760520682149466
"53650","ISCU","SERPINE2",0.72254592408274
"53655","NPC2","SERPINE2",0.629247925648713
"53676","CTSS","SERPINE2",0.557568109730194
"53702","PSMC5","SERPINE2",0.581912282983995
"53703","RFXANK","SERPINE2",0.581912282983995
"53714","LYN","SERPINE2",0.742896963955253
"53722","FAM212B","SERPINE2",0.580239125540378
"53723","MOB2","SERPINE2",0.625386685159676
"53731","MYLK","SERPINE2",0.719766040392112
"53734","CORO7","SERPINE2",0.629605981711946
"53735","FAM32A","SERPINE2",0.629605981711946
"53738","RAD21","SERPINE2",0.581912282983995
"53739","FAM120A","SERPINE2",0.581912282983995
"53740","ANKRD49","SERPINE2",0.581912282983995
"53742","CTNNBL1","SERPINE2",0.581912282983995
"53759","GMPPA","SERPINE2",0.697286346722154
"53760","MMRN1","SERPINE2",0.697286346722154
"53765","CORO1C","SERPINE2",0.680537392414084
"53766","EGLN3","SERPINE2",0.680537392414084
"53767","PPM1N","SERPINE2",0.680537392414084
"53768","GP6","SERPINE2",0.680537392414084
"53775","CD55","SERPINE2",0.711298657003872
"53776","ASAP2","SERPINE2",0.711298657003872
"53777","FGFR1OP2","SERPINE2",0.711298657003872
"53778","MAP2K3","SERPINE2",0.711298657003872
"53779","HDAC5","SERPINE2",0.711298657003872
"53781","NUDC","SERPINE2",0.740698431809883
"53784","DCAF8","SERPINE2",0.740698431809883
"53785","PFDN2","SERPINE2",0.740698431809883
"53786","SELL","SERPINE2",0.740698431809883
"53787","IL7R","SERPINE2",0.740698431809883
"53788","BTN3A2","SERPINE2",0.740698431809883
"53790","FNTA","SERPINE2",0.740698431809883
"53791","COMMD3","SERPINE2",0.740698431809883
"53792","NAP1L4","SERPINE2",0.740698431809883
"53793","PTGDR","SERPINE2",0.740698431809883
"53795","PLEKHJ1","SERPINE2",0.740698431809883
"53796","LSM14A","SERPINE2",0.740698431809883
"53797","EIF1AY","SERPINE2",0.740698431809883
"53808","PITHD1","SERPINE2",0.697286346722154
"53809","NFYC","SERPINE2",0.697286346722154
"53811","DUSP23","SERPINE2",0.697286346722154
"53812","GCA","SERPINE2",0.697286346722154
"53813","PASK","SERPINE2",0.697286346722154
"53815","MAEA","SERPINE2",0.697286346722154
"53817","PPA2","SERPINE2",0.697286346722154
"53818","IDH3G","SERPINE2",0.697286346722154
"53819","PPIF","SERPINE2",0.697286346722154
"53820","IFIT1","SERPINE2",0.697286346722154
"53821","RIC3","SERPINE2",0.697286346722154
"53822","DDB2","SERPINE2",0.697286346722154
"53825","CDC16","SERPINE2",0.697286346722154
"53826","MAPK1IP1L","SERPINE2",0.697286346722154
"53828","LAMP5","SERPINE2",0.697286346722154
"53931","RASGRP2","REXO2",0.677640305718008
"53971","HDGF","REXO2",0.588829659890744
"53997","GUCY1B3","REXO2",0.567493418619499
"54003","ATP1A1","REXO2",0.578444982861016
"54005","C14orf166","REXO2",0.578444982861016
"54006","ARID4B","REXO2",0.644221239933211
"54009","CNPY3","REXO2",0.644221239933211
"54011","PRDX1","REXO2",0.687415673355745
"54012","C3orf38","REXO2",0.687415673355745
"54014","NSMAF","REXO2",0.687415673355745
"54015","CCPG1","REXO2",0.687415673355745
"54016","NFIC","REXO2",0.687415673355745
"54017","KCNK6","REXO2",0.687415673355745
"54018","MNDA","REXO2",0.621823085694368
"54019","MADD","REXO2",0.621823085694368
"54020","CHTF8","REXO2",0.621823085694368
"54021","IL1B","REXO2",0.66645341917498
"54022","LYAR","REXO2",0.66645341917498
"54023","NSA2","REXO2",0.66645341917498
"54024","ACOT13","REXO2",0.66645341917498
"54025","GIMAP4","REXO2",0.66645341917498
"54026","ATP6AP1","REXO2",0.66645341917498
"54029","ARPP19","REXO2",0.66645341917498
"54041","GSTO1","LINC01003",0.602370738301213
"54044","ACRBP","LINC01003",0.658724563685991
"54046","CLDN5","LINC01003",0.58840800271353
"54054","HIST1H2BJ","LINC01003",0.668823276455487
"54081","AP3S1","LINC01003",0.55190495715581
"54087","ESAM","LINC01003",0.678246173269089
"54088","ICAM2","LINC01003",0.941452937715737
"54091","C19orf33","LINC01003",0.561735974302447
"54092","CCNG1","LINC01003",0.825989428044648
"54093","ITGB3","LINC01003",0.591891568389243
"54097","CAPZA2","LINC01003",0.58519537948198
"54104","FYB","LINC01003",0.621052291301382
"54106","ACP1","LINC01003",0.770098578271616
"54116","CD47","LINC01003",0.791786842568158
"54131","HMGB2","LINC01003",0.578398269878917
"54137","ATP9A","LINC01003",0.564144290982129
"54143","FAM212A","LINC01003",0.768286073983294
"54153","ABCC3","LINC01003",0.875054096872126
"54168","ARG2","LINC01003",0.793512006571134
"54196","FCGR2A","LINC01003",0.718148794629383
"54199","ARID5B","LINC01003",0.718148794629383
"54200","AKTIP","LINC01003",0.718148794629383
"54203","IL17RA","LINC01003",0.718148794629383
"54252","CORO1C","LINC01003",0.593324527220075
"54253","EGLN3","LINC01003",0.593324527220075
"54255","GP6","LINC01003",0.593324527220075
"54261","CD55","LINC01003",0.603109730218001
"54262","ASAP2","LINC01003",0.603109730218001
"54263","FGFR1OP2","LINC01003",0.603109730218001
"54265","HDAC5","LINC01003",0.603109730218001
"54276","DCAF8","LINC01003",0.599854370283044
"54279","IL7R","LINC01003",0.599854370283044
"54280","BTN3A2","LINC01003",0.599854370283044
"54282","FNTA","LINC01003",0.599854370283044
"54283","COMMD3","LINC01003",0.599854370283044
"54289","EIF1AY","LINC01003",0.599854370283044
"54442","CORO1B","HDGF",0.557597247676079
"54449","ATP6V1D","HDGF",0.628568311730101
"54470","GUCY1B3","HDGF",0.76462090924476
"54480","ARID4B","HDGF",0.854747106894609
"54483","CNPY3","HDGF",0.854747106894609
"54486","C3orf38","HDGF",0.898706012339528
"54489","CCPG1","HDGF",0.898706012339528
"54651","PSAP","SEPW1",0.621526313872174
"54692","MPC2","SEPW1",0.698258364840646
"54694","LRRFIP1","SEPW1",0.611223927553109
"54707","CARHSP1","SEPW1",0.597616784012919
"54716","MNDA","SEPW1",0.589257739828963
"54717","MADD","SEPW1",0.589257739828963
"54718","CHTF8","SEPW1",0.589257739828963
"54719","IL1B","SEPW1",0.642051472332239
"54720","LYAR","SEPW1",0.642051472332239
"54721","NSA2","SEPW1",0.642051472332239
"54722","ACOT13","SEPW1",0.642051472332239
"54723","GIMAP4","SEPW1",0.642051472332239
"54724","ATP6AP1","SEPW1",0.642051472332239
"54727","ARPP19","SEPW1",0.642051472332239
"54737","HAVCR2","SEPW1",0.574405530816095
"54739","FBXW5","SEPW1",0.574405530816095
"54740","PRF1","SEPW1",0.574405530816095
"54741","AHNAK","SEPW1",0.574405530816095
"54742","MEG3","SEPW1",0.574405530816095
"54744","ATP5H","SEPW1",0.574405530816095
"54745","APMAP","SEPW1",0.574405530816095
"54905","ESAM","FAM212A",0.623100023561274
"54911","CCNG1","FAM212A",0.619388505608371
"54916","CAPZA2","FAM212A",0.554357696414444
"54927","ACP1","FAM212A",0.607543392529256
"54936","CD47","FAM212A",0.988241368544449
"54937","CFD","FAM212A",0.593879173534255
"54955","ATP9A","FAM212A",0.70868167320276
"54968","ABCC3","FAM212A",0.724515543162262
"54982","ARG2","FAM212A",0.984924044236831
"55006","ARID5B","FAM212A",0.752265852188278
"55007","AKTIP","FAM212A",0.752265852188278
"55048","CEBPB","FAM212A",0.593879173534255
"55069","BBC3","FAM212A",0.593879173534255
"55092","CTSC","FAM212A",0.593879173534255
"55113","EIF5","FAM212A",0.593879173534255
"55152","CHIC2","FAM212A",0.593879173534256
"55158","ADA","FAM212A",0.593879173534256
"55160","ATP6V0B","FAM212A",0.593879173534255
"55161","CYTIP","FAM212A",0.593879173534255
"55169","AFAP1L2","FAM212A",0.593879173534255
"55172","DNAJC15","FAM212A",0.593879173534255
"55174","CD79B","FAM212A",0.593879173534255
"55177","EFHD2","FAM212A",0.593879173534256
"55179","CKS1B","FAM212A",0.593879173534256
"55182","EIF4E2","FAM212A",0.593879173534256
"55186","ANXA5","FAM212A",0.593879173534256
"55188","ABRACL","FAM212A",0.593879173534256
"55193","CFP","FAM212A",0.593879173534256
"55198","DNAJA1","FAM212A",0.593879173534256
"55215","EPSTI1","FAM212A",0.593879173534256
"55217","CGRRF1","FAM212A",0.593879173534256
"55219","EMC7","FAM212A",0.593879173534256
"55224","DNAJC7","FAM212A",0.593879173534256
"55225","ABI3","FAM212A",0.593879173534256
"55226","ERGIC3","FAM212A",0.593879173534256
"55229","C5AR1","FAM212A",0.593879173534256
"55233","ATXN10","FAM212A",0.593879173534256
"55263","CLEC1B","IDH2",0.660232249694898
"55307","FAM110A","IDH2",0.606773278683077
"55317","ARHGAP6","IDH2",0.964401262881779
"55328","GTPBP2","IDH2",0.649555652927433
"55344","BTK","IDH2",0.732350279679557
"55360","EGFL7","IDH2",0.700287658197453
"55362","DAB2","IDH2",0.61139816141719
"55370","AC137932.6","IDH2",0.758148026979709
"55371","HEXIM2","IDH2",0.758148026979709
"55378","hsa-mir-1199","IDH2",0.636513462796585
"55380","DNAJC8","IDH2",0.713845609983854
"55387","ATP1A1","IDH2",0.6537986443851
"55389","C14orf166","IDH2",0.6537986443851
"55398","CHTF8","IDH2",0.654516017855416
"55399","DUSP22","IDH2",0.564845629205245
"55404","ACOT13","IDH2",0.617058537303761
"55405","GIMAP4","IDH2",0.617058537303761
"55406","ATP6AP1","IDH2",0.617058537303761
"55409","ARPP19","IDH2",0.617058537303761
"55417","HNRNPF","IDH2",0.572959596213038
"55421","GZMB","IDH2",0.573687390968758
"55645","PACSIN2","PRKCB",0.705366488354464
"55650","HSP90AA1","PRKCB",0.600552908970919
"55665","HDGF","PRKCB",0.74269260403788
"55670","ATP6V1D","PRKCB",0.884503252463966
"55671","PLBD1","PRKCB",0.898795965687273
"55673","HLA-DRB1","PRKCB",0.55845524626817
"55690","GUCY1B3","PRKCB",0.619163864531505
"55703","ARID4B","PRKCB",0.654439902789217
"55706","CNPY3","PRKCB",0.654439902789217
"55708","PRDX1","PRKCB",0.649527530464316
"55709","C3orf38","PRKCB",0.649527530464316
"55711","NSMAF","PRKCB",0.649527530464316
"55712","CCPG1","PRKCB",0.649527530464316
"55713","NFIC","PRKCB",0.649527530464316
"55714","KCNK6","PRKCB",0.649527530464316
"55730","GZMB","PRKCB",0.548218285211413
"55995","AP3S1","BTK",0.660546978660888
"56031","ARHGAP6","BTK",0.794632614354001
"56087","AC137932.6","BTK",0.970788573501706
"56103","ATP1A1","BTK",0.701290322447346
"56118","ACOT13","BTK",0.65248383833427
"56120","ATP6AP1","BTK",0.65248383833427
"56123","ARPP19","BTK",0.65248383833427
"56165","ASAP2","BTK",0.656061925350399
"56342","AP3S1","RTN4",0.71920112181161
"56343","GMPR","RTN4",0.826625800087972
"56387","CTTN","RTN4",0.724427429864898
"56430","LYN","RTN4",0.654553565845692
"56444","MYLK","RTN4",0.569215094608979
"56446","HAVCR2","RTN4",0.612039597742328
"56448","FBXW5","RTN4",0.612039597742328
"56449","PRF1","RTN4",0.612039597742328
"56450","AHNAK","RTN4",0.612039597742328
"56451","MEG3","RTN4",0.612039597742328
"56453","ATP5H","RTN4",0.612039597742328
"56454","APMAP","RTN4",0.612039597742328
"56467","GMPPA","RTN4",0.73707310698044
"56468","MMRN1","RTN4",0.73707310698044
"56478","CD55","RTN4",0.548936408298132
"56479","ASAP2","RTN4",0.548936408298132
"56480","FGFR1OP2","RTN4",0.548936408298132
"56481","MAP2K3","RTN4",0.548936408298132
"56482","HDAC5","RTN4",0.548936408298132
"56483","NUDC","RTN4",0.638924380763534
"56486","DCAF8","RTN4",0.638924380763534
"56487","PFDN2","RTN4",0.638924380763534
"56489","IL7R","RTN4",0.638924380763534
"56490","BTN3A2","RTN4",0.638924380763534
"56492","FNTA","RTN4",0.638924380763534
"56493","COMMD3","RTN4",0.638924380763534
"56494","NAP1L4","RTN4",0.638924380763534
"56495","PTGDR","RTN4",0.638924380763534
"56497","PLEKHJ1","RTN4",0.638924380763534
"56498","LSM14A","RTN4",0.638924380763534
"56499","EIF1AY","RTN4",0.638924380763534
"56500","PITHD1","RTN4",0.73707310698044
"56501","NFYC","RTN4",0.73707310698044
"56503","DUSP23","RTN4",0.73707310698044
"56504","GCA","RTN4",0.73707310698044
"56505","PASK","RTN4",0.73707310698044
"56507","MAEA","RTN4",0.73707310698044
"56509","PPA2","RTN4",0.73707310698044
"56510","IDH3G","RTN4",0.73707310698044
"56511","PPIF","RTN4",0.73707310698044
"56512","IFIT1","RTN4",0.73707310698044
"56513","RIC3","RTN4",0.73707310698044
"56514","DDB2","RTN4",0.73707310698044
"56517","CDC16","RTN4",0.73707310698044
"56518","MAPK1IP1L","RTN4",0.73707310698044
"56520","LAMP5","RTN4",0.73707310698044
